# format: STATE|ID|NAME|REMOTE|DESCRIPTION|INSTALLED_VER|AVAILABLE_VER|UPDATE
# STATE: I = installed, A = available
# UPDATE: 1 = update available, 0 = no
A|com.maplerain.telsis_translator_flutter|Telsis language translator|flathub|App that translates to and from the Telsis language used in the Violet Evergarden series||0.2.1|0
A|com.mardojai.DiccionarioLengua|Diccionario de la Lengua|flathub|Busca palabras en el DLE||1.0.0|0
A|com.mardojai.ForgeSparks|Forge Sparks|flathub|Recibe notificaciones de forjas git||1.0.1|0
A|com.markdeepwell.GitY|GitY|flathub|stable|||0
A|com.markopejic.downloader|Media Downloader|flathub|Web video/audio downloader||5.0.0|0
A|com.mastermindzh.tidal-hifi|TIDAL Hi-Fi|flathub|The web version of listen.tidal.com with Hi-Fi (High and Max) support||5.20.1|0
A|com.mastropaolo.www.tabela|Tabëla|flathub|Format tables to Markdown or HTML||1.2.0|0
A|com.mattermost.Desktop|Mattermost|flathub|An open source platform for developer collaboration||6.0.2|0
A|com.matthiasn.lotti|Lotti|flathub|A smart journal and life management app||0.9.753|0
A|com.mattjakeman.ExtensionManager|Gestor de extensiones|flathub|Instalar extensiones de GNOME||0.6.5|0
A|com.maxint.maxint|Maxint|flathub|True financial clarity.||2.19.0|0
A|com.meetfranz.Franz|Franz|flathub|Messenger for the desktop||5.11.0|0
A|com.microsoft.AzureStorageExplorer|Azure Storage Explorer|flathub|Graphical tool to manage Azure cloud storage resources||v1.40.2|0
A|com.microsoft.Edge|Microsoft Edge|flathub|Introducing the new Microsoft Edge web browser. It’s time to expect more. More privacy. More control. More productivity. More value.||143.0.3650.96-1|0
A|com.mikrotik.WinBox|WinBox|flathub|RouterOS administration tool||4.0beta44|0
A|com.moddb.TotalChaos|Total Chaos|flathub|Survival horror set on a remote island known as Fort Oasis||1.40|0
A|com.moddb.TotalChaosRetro|Total Chaos Retro Edition|flathub|Survival horror set on a remote island known as Fort Oasis||1.40|0
A|com.modrinth.ModrinthApp|Modrinth App|flathub|Modrinth's game launcher||0.10.15|0
A|com.mojang.Minecraft|Minecraft|flathub|Crea tu propio mundo en este videojuego popular||1.0.1221|0
A|com.mongodb.Compass|MongoDB Compass|flathub|The MongoDB GUI||1.48.2|0
A|com.moonlight_stream.Moonlight|Moonlight|flathub|Stream games and other applications from another PC running Sunshine or GeForce Experience||6.1.0|0
A|com.moulberry.PandoraLauncher|PandoraLauncher|flathub|stable|||0
A|com.mousepawmedia.omission|Omission|flathub|A deceptively simple word puzzle.||1.0.0|0
A|com.mtkennerly.madamiru|madamiru|flathub|Dynamic multi-multimedia player||0.4.1|0
A|com.musixmatch.Musixmatch|Musixmatch|flathub|Enjoy your lyrics everywhere||3.6.1|0
A|com.neatdecisions.Detwinner|Detwinner|flathub|Find and remove duplicate files and similar images||0.4.2|0
A|com.nedrichards.octopusagile|Octopus Agile Prices|flathub|Track Octopus electricity prices||1.0.5|0
A|com.neosubhamoy.neodlp|neodlp|flathub|stable|||0
A|com.neoutils.NeoRegex|NeoRegex|flathub|Regular expression editor and tester.||3.1.0|0
A|com.netxms.NetXMSClient|NetXMS 4.5|flathub|Control your network monitoring||4.5.7|0
A|com.netxms.NetXMSClient50|NetXMS 5.0|flathub|Control your network monitoring||5.0.8|0
A|com.netxms.NetXMSClient51|NetXMS 5.1|flathub|Control your network monitoring||5.1.5|0
A|com.netxms.NetXMSClient52|NetXMS 5.2|flathub|Control your network monitoring||5.2.7|0
A|com.netxms.NetXMSClient60|NetXMSClient60|flathub|stable|||0
A|com.nextcloud.desktopclient.nextcloud|Nextcloud Desktop Client|flathub|Sync and collaborate on your desktop or laptop||4.0.4|0
A|com.nickgirga.webready|WebReady|flathub|Web-ready animations in seconds||1.0.2|0
A|com.nitrokey.nitrokey-app|Nitrokey App|flathub|Manage your Nitrokey devices||1.4.2|0
A|com.nitrokey.nitrokey-app2|Nitrokey App2|flathub|Manage your Nitrokey 3 device||2.4.3|0
A|com.nolimitconnect.NoLimitConnect|NoLimitConnect|flathub|Social Network||1.0.8|0
A|com.nomachine.nxplayer|NoMachine Enterprise Client|flathub|Access NoMachine computers over the network||9.3.7_1|0
A|com.nonpolynomial.intiface_central|Intiface Central|flathub|Buttplug Frontend Application||2.6.7|0
A|com.notepadqq.Notepadqq|Notepadqq|flathub|An advanced text editor||1.4.8|0
A|com.notesnook.Notesnook|Notesnook|flathub|A fully open source & end-to-end encrypted note taking alternative to Evernote||v3.3.7|0
A|com.ntrack.n-track|n-Track Studio|flathub|Producción Musical Creativa (DAW)||10.2.3-10380|0
A|com.nuclearplayer.Nuclear|Nuclear|flathub|stable|||0
A|com.obsproject.Studio|OBS Studio|flathub|Live stream and record videos||32.0.4|0
A|com.odnoyko.valot|Valot|flathub|Time tracking without the hassle||0.9.1|0
A|com.okta.developer.CLI|Okta CLI|flathub|The Okta CLI is the easiest way to get started with Okta!||0.10.0|0
A|com.one_ware.OneWare|OneWare|flathub|IDE for Electronics Development||0.21.23.0|0
A|com.onepassword.OnePassword|OnePassword|flathub|stable|||0
A|com.openterface.openterfaceQT|openterfaceQT|flathub|App control openterface-Mini-KVM||0.3.12|0
A|com.openwall.John|John the Ripper CE|flathub|Security auditing and recovery tool||1.9.1-ce|0
A|com.opera.Opera|Opera|flathub|Your personal browser||125.0.5729.15|0
A|com.opera.opera-gx|opera-gx|flathub|stable|||0
A|com.oppzippy.OpenSCQ30|OpenSCQ30|flathub|Control Soundcore headphones||2.0.1|0
A|com.orama_interactive.Pixelorama|Pixelorama|flathub|2D sprite editor with animation support||1.1.7|0
A|com.orcaslicer.OrcaSlicer|OrcaSlicer|flathub|stable|||0
A|com.outerwildsmods.owmods_gui|Outer Wilds Mod Manager|flathub|Install and run Outer Wilds mods||0.15.3|0
A|com.ownrwallet.wallet|OWNR Crypto wallet & Visa Card|flathub|Send, receive, withdraw, exchange & buy virtual currencies. Only you control access and assets||2.5.0|0
A|com.oyajun.ColorCode|Código de colores|flathub|Código de colores para el valor de resistencia||0.2.1|0
A|com.ozmartians.VidCutter|VidCutter|flathub|Media Cutter + Joiner||6.0.5.4|0
A|com.parsecgaming.parsec|Parsec|flathub|Simple, low-latency game streaming||3.9.9|0
A|com.pikatorrent.PikaTorrent|PikaTorrent|flathub|Just pick a Torrent, stream and download||0.13.0|0
A|com.pinegrow.Pinegrow|Pinegrow|flathub|Visual web editor for professionals||8.5|0
A|com.pixelomer.ShijimaQt|Shijima-Qt|flathub|Shimeji desktop pet runner||0.1.0|0
A|com.play0ad.zeroad|0 A.D.|flathub|Real-time strategy game||0.27.1|0
A|com.playonlinux.PlayOnLinux4|PlayOnLinux 4|flathub|Graphical front-end for Wine||4.4|0
A|com.plexamp.Plexamp|Plexamp|flathub|Beautiful music player for Plex||4.12.4|0
A|com.pojtinger.felicitas.Multiplex|Multiplex|flathub|Watch torrents with your friends||0.1.11|0
A|com.pojtinger.felicitas.Sessions|Sesiones|flathub|Enfócate con intervalos de trabajo medidos||0.1.8|0
A|com.pokemmo.PokeMMO|PokeMMO|flathub|Multiplayer Nintendo DS and GBA game emulator||3.0f|0
A|com.polydez.KeyVault|OTP Authenticator App|flathub|Secure 2FA and OTP authentication manager||1.5.10|0
A|com.polyphone_soundfonts.polyphone|Polyphone|flathub|Turn any sound into a musical instrument.||2.5|0
A|com.popcornfx.PopcornFXEditor|PopcornFX Editor|flathub|Realtime visual effects editor||2.22.5.24672|0
A|com.poppingmoon.aria|aria|flathub|stable|||0
A|com.pot_app.pot|Pot|flathub|A text translation and OCR app||3.0.7|0
A|com.poweriso.PowerISO|PowerISO|flathub|A all-in-one CD/DVD/Blu-Ray tool||1.1|0
A|com.pragmar.interrobot|InterroBot|flathub|Website crawler and analyzer||2.10.2|0
A|com.prof18.feedflow|FeedFlow|flathub|A minimalistic RSS Reader||1.8.0|0
A|com.projecthawkthorne.Hawkthorne|Journey to the Center of Hawkthorne|flathub|2D platformer based on Community's Digital Estate Planning episode||1.1.0|0
A|com.protonvpn.www|Proton VPN|flathub|Secures your internet and protects your online privacy||4.13.1|0
A|com.prusa3d.PrusaSlicer|PrusaSlicer|flathub|The Slicer for Every Maker||2.9.4|0
A|com.pypyrev.linuxdcpp|LinuxDC++|flathub|A file-sharing client for the Direct Connect network||1.1.0.1|0
A|com.q3rally.Q3Rally|Q3Rally|flathub|Survival racing game||0.6|0
A|com.qq.QQ|Linux QQ|flathub|Online instant messaging service||3.2.22_251203|0
A|com.qq.QQmusic|QQ Music|flathub|Online music streaming service||1.1.8|0
A|com.quexten.Goldwarden|Goldwarden|flathub|A Bitwarden compatible desktop client||v0.3.6|0
A|com.qzandronum.Q-Zandronum|Q-Zandronum|flathub|A Zandronum 3.0 fork with improved netcode, configurable movement and many small tweaks||1.4.22|0
A|com.rabbit_company.passky|Passky|flathub|Passky is a simple, modern, lightweight, open-source and secure password manager.||8.1.2|0
A|com.rafaelmardojai.Blanket|Blanket|flathub|Escuche sonidos ambientales||0.8.0|0
A|com.rafaelmardojai.SharePreview|Share Preview|flathub|Pruebe las tarjetas de redes sociales a nivel local||1.0.0|0
A|com.rafaelmardojai.WebfontKitGenerator|Webfont Bundler|flathub|Cree fácilmente los kits @font-face||1.3.0|0
A|com.raggesilver.BlackBox|Black Box|flathub|A beautiful GTK 4 terminal||0.14.0|0
A|com.ranfdev.DistroShelf|DistroShelf|flathub|Interfaz gráfica para gestionar contenedores de Distrobox||1.3.0|0
A|com.ranfdev.Geopard|Geopard|flathub|Browse Gemini pages||1.7.0|0
A|com.ranfdev.Lobjur|Lobjur|flathub|A simple lobste.rs client||1.3.0|0
A|com.ranfdev.Notify|Notify|flathub|Receive notifications from ntfy.sh.||0.1.6|0
A|com.rawtherapee.RawTherapee|RawTherapee|flathub|An advanced raw photo development program||5.12|0
A|com.rcloneui.RcloneUI|Rclone UI|flathub|The GUI for rclone.||3.1.3|0
A|com.realm667.Wolfenstein_Blade_of_Agony|Wolfenstein: Blade of Agony|flathub|Story-driven FPS inspired by WWII shooters from the 90's and early 2000's||3.1|0
A|com.redis.RedisInsight|Redis Insight|flathub|Developer GUI for Redis, by Redis||2.70.1|0
A|com.remnantsoftheprecursors.ROTP|Remnants of the Precursors|flathub|A polished modernization of the original Master of Orion Strategy game from 1993.||1.04|0
A|com.remnote.RemNote|RemNote|flathub|Make flashcards in your notes||1.22.49|0
A|com.reqable.Reqable|Reqable|flathub|Advanced API Debugging Proxy and REST Client||3.0.31|0
A|com.retrodev.blastem|Blastem|flathub|A Sega Mega Drive/Genesis, and Master System emulator||0.6.2|0
A|com.revolutionarygamesstudio.ThriveLauncher|Thrive|flathub|An evolution simulation game. Take control of your species in the environment and edit your species as a whole. Compete with other evolving species for resources on an alien planet.||2.2.1|0
A|com.richwhitehouse.BigPEmu|BigPEmu|flathub|The World's Prefurred Large Pussycat Emulator™||1.19|0
A|com.rioterm.Rio|Rio|flathub|Hardware-accelerated GPU terminal emulator powered by WebGPU||0.2.36|0
A|com.riverbankcomputing.PyQt.BaseApp|PyQt BaseApp|flathub|Shared platform for applications that use PyQt||5.15.7|0
A|com.riverbankcomputing.PyQt.BaseApp|PyQt BaseApp|flathub|Shared platform for applications that use PyQt||5.15.7|0
A|com.riverbankcomputing.PyQt.BaseApp|PyQt BaseApp|flathub|Shared platform for applications that use PyQt||6.10.1|0
A|com.riverbankcomputing.PyQt.BaseApp|PyQt BaseApp|flathub|Shared platform for applications that use PyQt||6.3.1|0
A|com.rocksandpaper.syndic|Syndic|flathub|Feed reader for casual browsing||2.1|0
A|com.rosegardenmusic.rosegarden|Rosegarden|flathub|Secuenciador de MIDI y editor de partitura con soporte de audio||25.12|0
A|com.rq3.Reaction|Reaction|flathub|Movie realism first-person-shooter||1.0|0
A|com.rtosta.zapzap|ZapZap|flathub|WhatsApp Messenger||6.2.4|0
A|com.rustdesk.RustDesk|RustDesk|flathub|Secure remote desktop access||1.4.4|0
A|com.saivert.pwvucontrol|pwvucontrol|flathub|Volume control for pipewire||0.5.1|0
A|com.saunasim.saunasim|SaunaSim|flathub|ATC Training Simulator||0.24.3|0
A|com.sayonara_player.Sayonara|Sayonara|flathub|A fast and powerful audio player and library manager||1.10.0-stable1|0
A|com.scanoss.sbom-workbench|SCANOSS SBOM Workbench|flathub|Graphical user interface to scan and audit your source code||1.25.0|0
A|com.sciactive.QuickDAV|QuickDAV|flathub|Transfer files between devices||3.4.0|0
A|com.scoutshonour.Digital|Digital: A Love Story|flathub|A computer mystery/romance set five minutes into the future of 1988||1.1|0
A|com.scoutshonour.dtipbijays|don't take it personally, babe, it just ain't your story|flathub|A spiritual sequel of sorts to Digital: A Love Story, set in a prestigious private high school, and on the social networks of 2027||1.1|0
A|com.seafile.Client|Seafile Client|flathub|Seafile file sync desktop client||9.0.13|0
A|com.seal_one.SealOne|Seal One|flathub|Software for Seal One hardware based signature devices||1.7.0.0|0
A|com.sejda.Sejda|Sejda PDF Desktop|flathub|Productive PDF Software That You'll Love to Use||7.9.3|0
A|com.serial_studio.Serial-Studio|Serial Studio|flathub|Visualize embedded device data||3.1.10|0
A|com.sevenkfans.sevenkaa|Seven Kingdoms: Ancient Adversaries|flathub|Medieval Real-Time-Strategy Game||v2.15.7|0
A|com.seventhstring.Transcribe|Transcribe!|flathub|Transcribe! - software to help transcribe recorded music||9.30.2-1|0
A|com.shatteredpixel.shatteredpixeldungeon|Shattered Pixel Dungeon|flathub|Roguelike RPG, with pixel art graphics and lots of variety and replayability||3.2.5|0
A|com.sidevesh.Luminance|Luminance|flathub|stable|||0
A|com.sigil_ebook.Sigil|Sigil|flathub|Multi-platform EPUB ebook editor||2.3.1|0
A|com.sigmyne.crush|CRUSH|flathub|Data reduction and imaging for select astronomical cameras||2.50-3|0
A|com.simplenote.Simplenote|Simplenote|flathub|The simplest way to keep notes||2.21.0|0
A|com.simulide.simulide|SimulIDE|flathub|Circuit simulator||1.1.0|0
A|com.simutrans.Simutrans|Simutrans|flathub|Open source transportation simulation game||124.3.1|0
A|com.sindresorhus.Caprine|Caprine|flathub|stable|||0
A|com.sireliah.Dragit|Dragit|flathub|Intuitive file sharing app for local network||0.7.1|0
A|com.slack.Slack|Slack|flathub|Business communication||4.46.99|0
A|com.sleepfiles.OSCAR|OSCAR|flathub|The Open Source CPAP Analysis Reporter||1.7.0|0
A|com.slugchess.SlugChess|SlugChess|flathub|Chess with Fog-of-War and shuffled officers||1.0.0|0
A|com.snes9x.Snes9x|Snes9x|flathub|A Super Nintendo emulator||1.63|0
A|com.solvespace.SolveSpace|SolveSpace|flathub|A free (GPLv3) parametric 3d CAD tool||3.1|0
A|com.somaxa8.earx|Ear X|flathub|Control your Nothing earbuds' settings||v1.0.1|0
A|com.soulfiremc.soulfire|SoulFire|flathub|Advanced Minecraft Server-Stresser Tool||2.2.0|0
A|com.spacestation14.Launcher|Space Station 14|flathub|Multiplayer disaster simulator||0.36.0|0
A|com.spotify.Client|Spotify|flathub|Online music streaming service||1.2.74.477.g3be53afe|0
A|com.springrts.SpringLobby|Springlobby|flathub|Play online RTS games with the Spring engine||0.274|0
A|com.st.STM32CubeMX|STM32CubeMX|flathub|A graphical tool for configuring STM32 microcontrollers and microprocessors||6.15.0|0
A|com.steamgriddb.SGDBoop|SGDBoop|flathub|Apply SteamGridDB assets to Steam||1.3.1|0
A|com.steamgriddb.steam-rom-manager|Steam ROM Manager|flathub|Steam bulk importer & art manager!||2.5.33|0
A|com.stepmania.StepMania|StepMania|flathub|Rhythm and dance game||5.1.0-b2|0
A|com.stremio.Service|Stremio Service|flathub|Freedom to Stream||0.1.13|0
A|com.stremio.Stremio|Stremio|flathub|Freedom to Stream||4.4.168|0
A|com.strlen.TreeSheets|TreeSheets|flathub|Free Form Data Organizer||2253|0
A|com.sublimehq.SublimeText|SublimeText|flathub|stable|||0
A|com.sublimemerge.App|Sublime Merge|flathub|Sublime Merge is a Git client, from the makers of Sublime Text||2112|0
A|com.super_productivity.SuperProductivity|Super Productivity|flathub|To-do list and time tracker||16.7.3|0
A|com.supermodel3.Supermodel|Supermodel|flathub|A Sega Model 3 Arcade Emulator||0.3a-git-4e5905f|0
A|com.surfshark.Surfshark|Surfshark|flathub|Connect to secure, private web!||3.7.0|0
A|com.sweethome3d.Sweethome3d|Sweet Home 3D|flathub|Interior Design Application||7.5|0
A|com.sweetscape.ZeroOneZeroEditor|010 Editor|flathub|Hex editor||16.0.2|0
A|com.synology.SynologyAssistant|Synology Assistant|flathub|Tool for managing Synology NAS in the local network||7.0.5|0
A|com.synology.SynologyDrive|Synology Drive|flathub|Powerful private cloud storage with no recurring fees||4.0.0-17877|0
A|com.synology.synology-note-station|Synology Note Station|flathub|Powerful note-taking application for personal and professional use||2.2.5-804|0
A|com.syntevo.SmartGit|SmartGit|flathub|The Smart Way to Git||25_1_103|0
A|com.syntevo.SmartSynchronize|SmartSynchronize|flathub|File Manager and File/Directory Compare Tool||4.6.3|0
A|com.system76.Cosmic.BaseApp|Cosmic base de aplicación|flathub|stable|||0
A|com.system76.Popsicle|Popsicle|flathub|Flash multiple USB devices in parallel||1.3.0|0
A|com.tdameritrade.ThinkOrSwim|ThinkOrSwim|flathub|ThinkOrSwim Desktop application||1970.1.1|0
A|com.teamspeak.TeamSpeak|TeamSpeak|flathub|TeamSpeak VoIP application||6.0.0-beta3.4|0
A|com.teamspeak.TeamSpeak3|TeamSpeak 3|flathub|TeamSpeak VoIP application||3.6.2|0
A|com.teeworlds.Teeworlds|Teeworlds|flathub|Online multiplayer shooter game||0.7.5|0
A|com.tencent.WeChat|WeChat|flathub|Free messaging and calling app||4.1.0.13|0
A|com.tencent.wemeet|Wemeet|flathub|A cloud-based HD conferencing product leveraging Tencent's 20+ years of experience in audiovisual communications||3.26.10.401|0
A|com.tenetcode.LiberDrop|LiberDrop|flathub|Seamlessly transfer files across devices||3.7.17|0
A|com.tercad.fingrom|Fingrom|flathub|Platform-agnostic financial accounting app||6.5.0|0
A|com.termius.Termius|Termius|flathub|Modern SSH client for Linux||9.34.8|0
A|com.theappgineer.community_remote|Community Remote|flathub|Roon control for family and friends||0.2.0|0
A|com.thebrokenrail.MCPIReborn|Minecraft: Pi Edition: Reborn (Client)|flathub|Fun with Blocks||2.5.4|0
A|com.thewavewarden.Odin2|Odin2|flathub|Odin 2 Synthesizer||2.4.1|0
A|com.thincast.client|Thincast Remote Desktop Client|flathub|A free RDP (Remote Desktop Protocol) Client for Linux, macOS and Windows||1.1.678|0
A|com.tic80.TIC_80|TIC-80|flathub|Fantasy computer for making, playing and sharing tiny games||v1.1.2837|0
A|com.ticktick.TickTick|TickTick|flathub|Your wonderful to-do & task list to make all things done and get life well organized.||6.0.40|0
A|com.todoist.Todoist|Todoist|flathub|Planner & Calendar||9.26.0|0
A|com.tominlab.wonderpen|WonderPen|flathub|Write novels and essays||3.0.5|0
A|com.tomjwatson.Emote|Emote|flathub|Modern popup emoji picker||4.0.2|0
A|com.tonikelope.MegaBasterd|MegaBasterd|flathub|Download, upload or stream files from MEGA||8.22|0
A|com.toolstack.Folio|Folio|flathub|Beautiful markdown note-taking app||25.02|0
A|com.tradingview.tradingview|TradingView|flathub|Where the world charts, chats and trades markets||2.14.0-1|0
A|com.transmissionbt.Transmission|Transmission|flathub|Descargue y comparta archivos mediante BitTorrent||4.0.6|0
A|com.treemly.treemly|Treemly|flathub|Automated Document Processing for Accounting Services||1.0.12|0
A|com.trougnouf.Cfait|Cfait|flathub|stable|||0
A|com.trustytodo.trustytodo|trustytodo|flathub|stable|||0
A|com.tutanota.Tutanota|Tuta (Experimental)|flathub|Secure email, calendar & contacts||317.251217.0|0
A|com.tux4kids.tuxmath|Tux, of Math Command|flathub|TuxMath is an arcade game that helps kids practice their math facts||2.0.3|0
A|com.tux4kids.tuxtype|Tux Typing|flathub|Educational typing tutor game starring Tux||1.8.3|0
A|com.tuxpusher.TuxPusher|TuxPusher|flathub|Coin pusher game featuring Tux||1.3.3.1|0
A|com.tuxpusher.TuxPusherAF|TuxPusher & Friends|flathub|515 Unique Prizes + 6 Penguins||1.0|0
A|com.ugetdm.uGet|uGet|flathub|Download manager||2.2.3|0
A|com.ulaa.Ulaa|Ulaa|flathub|Private, Secure & Fast Browsing||2.38.0|0
A|com.ulduzsoft.Birdtray|Birdtray|flathub|System tray new mail notification for Thunderbird||1.11.4|0
A|com.ultimaker.cura|UltiMaker Cura|flathub|Slicer to prepare your 3D printing projects||5.11.0|0
A|com.umlet.Umlet|UMLet|flathub|Free UML Tool for Fast UML Diagrams||15.1.0|0
A|com.unicornsonlsd.finamp|Finamp|flathub|Open source Jellyfin music player||0.9.22-beta|0
A|com.unity.UnityHub|Unity Hub|flathub|Manage game engine installations||3.12.1|0
A|com.usebottles.bottles|Botellas|flathub|Run Windows software||60|0
A|com.usebruno.Bruno|Bruno|flathub|Fast and Git-Friendly API Client||v2.15.1|0
A|com.valvesoftware.Steam|Steam|flathub|Juega a los juegos populares y los últimos lanzamientos||1.0.0.84|0
A|com.valvesoftware.SteamLink|Steam Link|flathub|Stream games from another computer with Steam||1.3.19.293|0
A|com.vargary.focal|Focal|flathub|Organize tasks & notes in a tree.||2.0.3|0
A|com.vba_m.visualboyadvance-m|VisualBoyAdvance-M|flathub|VisualBoyAdvance-M, a high compatibility Gameboy Advance Emulator||2.2.2|0
A|com.vesc_project.VescTool|VescTool|flathub|VESC® Tool is the all new and 100% revised replacement for BLDC-Tool||6.05|0
A|com.viber.Viber|Viber|flathub|Send free messages and make free calls||23.2.0.3|0
A|com.vicr123.thebeat|theBeat|flathub|Audio Player||4.0|0
A|com.viewizard.AstroMenace|AstroMenace|flathub|Hardcore 3D space scroll-shooter with spaceship upgrade possibilities||v1.4.3|0
A|com.virustotal.VirusTotalUploader|VirusTotal Uploader|flathub|Upload files to virustotal.com||1.2|0
A|com.visualstudio.code|Visual Studio Code|flathub|Code editing. Redefined.||1.107.0|0
A|com.vivaldi.Vivaldi|Vivaldi|flathub|Feature-packed web browser||7.7.3851.66|0
A|com.vixalien.sticky|Notas adhesivas|flathub|Fija notas al escritorio||0.2.7|0
A|com.vkhitrin.cosmicding|Cosmicding|flathub|Manage your bookmarks||2025.8.0|0
A|com.voxdsp.AstroImpact|AstroImpact|flathub|Defend the planet from asteroids!||1.0|0
A|com.voxdsp.Borg|Borg ER-3|flathub|Tone generator||1.0.4|0
A|com.voxdsp.Borg0|Borg ER-0|flathub|Draw oscillators and envelopes||1.0.3|0
A|com.voxdsp.CubeShooter|CubeShooter|flathub|3D Arcade sTyle shoOter||3.0|0
A|com.voxdsp.PacGal|PAC-GAL|flathub|Feminized PAC-MAN remake||1.0|0
A|com.voxdsp.PoryDrive|PoryDrive|flathub|Driving Game, Catch Porygon!||2.0|0
A|com.voxdsp.SeriousShooter|Serious Shooter|flathub|3D FPS approved by Uncle Sam||1.11|0
A|com.voxdsp.Snowboarder|Snowboarder|flathub|3D Snowboarding||3.0|0
A|com.voxdsp.Snowling|Snowling|flathub|Bowling game of luck||3.0|0
A|com.voxdsp.Spaceminer|SpaceMiner|flathub|3D space mining game||3.0|0
A|com.voxdsp.TempleDriver|Temple Driver|flathub|Terry's 1st Temple||1.1.1|0
A|com.voxdsp.TheCatrooms|The Catrooms|flathub|Liminal Cat Horror||1.0|0
A|com.voxdsp.TuxFishing|Tux Fishing|flathub|3D Fishing Game||1.4|0
A|com.voxdsp.TuxScape|TuxScape|flathub|Mythical adventure as Tux!||1.2.4|0
A|com.voxdsp.TuxScape2|TuxScape2|flathub|SpaceTux adventure||1.0|0
A|com.voxdsp.TuxVsDragon|Tux VS Dragon|flathub|Slay the Red Dragon Tux!||1.0|0
A|com.voxdsp.Tuxocide|Tuxocide|flathub|3D FPS a war rages on in antarctica||1.0|0
A|com.voxdsp.VoxelPaint|Voxel Paint|flathub|Paint in 3D using Voxels||2.3.3|0
A|com.voxdsp.VoxelPaintPro|Voxel Paint Pro|flathub|Paint in 3D using pixel Voxels||1.2.3|0
A|com.voxdsp.aigeneratedgame|AI Generated Game|flathub|Save your friends from the ghosts!||1.0|0
A|com.vscodium.codium-insiders|VSCodium - Insiders|flathub|Telemetry-less code editing||1.107.18537-insider|0
A|com.vscodium.codium|VSCodium|flathub|Telemetry-less code editing||1.107.18605|0
A|com.vysp3r.ProtonPlus|ProtonPlus|flathub|Un administrador moderno de herramientas de compatibilidad||0.5.14|0
A|com.vzhd1701.gridplayer|GridPlayer|flathub|Play videos side-by-side||0.5.3|0
A|com.w1hkj.fldigi|Fldigi|flathub|Amateur Radio Sound Card Communications||4.2.06|0
A|com.w1hkj.flrig|Flrig|flathub|Amateur Radio Rig Control||2.0.05|0
A|com.warlordsoftwares.formatlab|FormatLab|flathub|Convert Videos and Audio Files||2025.12.8|0
A|com.warlordsoftwares.jpeg2pdf|JPEG2PDF|flathub|Convert Images Into PDF File||2024.2.1|0
A|com.warlordsoftwares.media-downloader|Media Downloader|flathub|Download 4k Videos from YouTube||2025.12.23|0
A|com.warlordsoftwares.tube2go|Video Downloader Tube2go|flathub|Download HD videos from YouTube, Instagram, TikTok, Facebook, Twitter, and more with Tube2go. Enjoy fast and easy downloads from a wide range of websites.||2025.12.23|0
A|com.warlordsoftwares.youtube-downloader-4ktube|4KTUBE|flathub|4K YouTube Downloader – Download HD YouTube Videos, Playlists, and Music Instantly.||2025.12.23|0
A|com.wings3d.WINGS|Wings 3D|flathub|An advanced subdivision modeler||2.4.1|0
A|com.wire.WireDesktop|Wire|flathub|The most secure collaboration platform||3.40.3882-3882|0
A|com.wireframesketcher.WireframeSketcher|WireframeSketcher|flathub|Wireframing tool for professionals||7.4.0|0
A|com.wonderlandengine.editor|Wonderland Editor|flathub|Fast, lightweight 3D engine for the web||1.5.0|0
A|com.wps.Office|WPS Office|flathub|WPS Office Suite||11.1.0.11719|0
A|com.writerduet.writersolo|WriterSolo|flathub|An extensive desktop app for fully writing a screenplay or convert between various screenplay formats such as final draft fdx or fountain||7.0.374|0
A|com.xiaoyaocz.simple_live|Simple Live|flathub|Watch live stream in a simple way||1.8.6|0
A|com.xnview.XnConvert|XnConvert|flathub|Easily process images in batches||1.99|0
A|com.xnview.XnRetro|XnRetro|flathub|Apply stunning effects to images||1.26|0
A|com.xnview.XnSketch|XnSketch|flathub|Turn photos into sketch images||1.18|0
A|com.xnview.XnViewMP|XnView MP|flathub|Muestre y organice sus imágenes||1.9.8|0
A|com.xunlei.Thunder|Thunder|flathub|Xunlei download. 迅雷下载。||1.0.0.1|0
A|com.yacreader.YACReader|YACReader|flathub|Yet another comic reader||9.16.2|0
A|com.yktoo.ymuse|Ymuse|flathub|Easy, functional, and snappy GTK front-end (client) for Music Player Daemon||0.22|0
A|com.ylsoftware.qmmp.Qmmp|Qmmp|flathub|Reproductor de Medios basado sobre Qt||2.2|0
A|com.yubico.yubioath|Yubico Authenticator|flathub|Graphical interface for displaying OATH codes with a YubiKey||7.3.0|0
A|com.yutovo.yutovo|Yutovo|flathub|Calculadora visual dentro de un editor de texto||1.4.1|0
A|com.zandronum.Zandronum|Zandronum|flathub|Leading the way in newschool multiplayer Doom online||3.2.1|0
A|com.zerobrane.studio|ZeroBrane Studio|flathub|Lightweight Lua-based IDE for Lua||2.01|0
A|com.zettlr.Zettlr|Zettlr|flathub|A Markdown editor for the 21st century||3.6.0|0
A|com.zoho.Notebook|Notebook|flathub|The most beautiful note-taking app across devices||2.2.2|0
A|com.zquestclassic.ZQuest|ZQuest Classic|flathub|A game engine for creating games similar to the popular classic adventure game||2.55.10|0
A|community.pathofbuilding.PathOfBuilding|Path of Building|flathub|A powerful build planner for Path of Exile||0.2.10|0
A|cool.ldr.lfy|lfy|flathub|Translation software designed for reading scientific research literature||0.2.0|0
A|cz.bugsy.roster|roster|flathub|stable|||0
